MCH.Merchant Name,FIN.Transaction Amount,FIN.Transaction Date
FINGERLE LUMBER CO,-42.99,5/6/2010
STADIUM HARDWARE,106.94,5/13/2010
CARPENTER BROS HAR,21.28,5/24/2010
ANDERSON PAINT COMPANY,39.9,6/2/2010
WW GRAINGER,803.25,5/4/2010
WW GRAINGER,91.8,5/4/2010
LOWES #00734*,62.62,5/5/2010
LOWES #00734*,38.88,5/7/2010
LOWES #01750*,39.96,5/7/2010
LOWES #00734*,38.69,5/11/2010
CARPENTER BROS HAR,71.96,5/12/2010
ANDERSON PAINT COMPANY,160,5/13/2010
CARPENTER BROS HAR,4.2,5/13/2010
LOWES #01750*,326.71,5/14/2010
STADIUM HARDWARE,41.46,5/18/2010
WW GRAINGER,91.8,5/20/2010
LOWES #00734*,83.07,5/21/2010
STADIUM HARDWARE,26.97,5/20/2010
LOWES #00734*,29.95,5/26/2010
FINGERLE LUMBER CO,233.26,5/26/2010
LOWES #01750*,33.5,5/27/2010
LOWES #00734*,142,5/28/2010
STADIUM HARDWARE,24.93,5/27/2010
LOWES #00734*,139.96,6/1/2010
FERGUSON ENT#933,41.42,5/4/2010
TURNERS GREENSCAPE LTD,133.98,5/4/2010
LOWES #01750*,55.39,5/6/2010
FERGUSON ENT#933,40.26,5/6/2010
LOWES #00734*,9.46,5/12/2010
LOWES #00734*,8.97,6/2/2010
LOWES #00734*,139.96,6/2/2010
STADIUM HARDWARE,22.45,5/5/2010
NAPOLEON LAWN AND LEIS,584.5,5/11/2010
NAPOLEON LAWN AND LEIS,584.5,5/11/2010
S. F. STRONG,16.44,5/5/2010
S. F. STRONG,67.4,5/24/2010
S. F. STRONG,285.46,5/24/2010
ALLIED EAGLE SUPPLY CO,16.25,5/25/2010
S. F. STRONG,222.09,5/26/2010
STADIUM HARDWARE,13.98,5/4/2010
KROGER #688 Q66,17.9,5/11/2010
WASHTENAW MILK ICE QPS,177.5,5/13/2010
BGREEN INC,21,5/12/2010
PEOPLE'S FOOD COOP,21.75,5/13/2010
ARBOR FARMS MARKET,17.44,5/14/2010
ARBOR FARMS MARKET,86.93,5/15/2010
MICHAELS #2108,15.27,5/20/2010
ENERGY OUTLET,20,5/21/2010
ARBOR FARMS MARKET,-12,5/25/2010
MICHAELS #2108,11.99,5/25/2010
ENERGY OUTLET,20,6/3/2010
SPEARS FIRE & SAFETY I,45,5/4/2010
MICHIGAN CAT CORPORATI,47.3,5/4/2010
LOWES #00734*,81.66,5/6/2010
BROWNS TRAILERS INC,49,5/5/2010
ALRO STEEL CORPORATION,30,5/11/2010
FEDEX KINKO'S #0842QPS,15,5/13/2010
NATIONAL PRODUCTS INC.,245.52,5/13/2010
TRANSACT TECHNOLOGIES,89.67,5/21/2010
BITSTREAM INC.MYF,103.5,5/4/2010
SHUTTERSTOCK.COM,224,5/24/2010
BITSTREAM INC.MYF,78,5/28/2010
MEIJER INC #173 Q01,50,5/18/2010
MEIJER INC #173 Q01,50,5/18/2010
MEIJER INC #173 Q01,50,5/18/2010
MEIJER INC #173 Q01,50,5/18/2010
MEIJER INC #173 Q01,25,5/18/2010
DOWNTOWN HOME & GARDEN,13,5/23/2010
TRACTOR-SUPPLY-CO #053,33.78,6/1/2010
SYX*GLOBALINDUSTRIALEQ,412.69,5/4/2010
KLOCKIT-GENEVA STYLES,63.41,5/26/2010
JOANN ETC #2004,7.98,5/6/2010
KROGER #689 Q66,65.6,5/24/2010
STADIUM HARDWARE,16.57,5/26/2010
S. F. STRONG,58.66,5/12/2010
SEC OF STATE BRANCH109,30.6,5/13/2010
ARBOR VACUUM AND SMALL,550,5/21/2010
KNUTSONS RECREATIONAL,81.25,5/28/2010
ACE BARNES HARDWARE IN,70.17,5/31/2010
ACE BARNES HARDWARE IN,150,5/31/2010
PAYPAL *COMMONSENSE,-50,5/21/2010
NA.STORE.PGP.COM,-6.18,5/26/2010
CWI*CALLWAVE,470,5/28/2010
GARMIN INTERNATIONAL,119.99,6/2/2010
OFFICE MAX,381.58,5/7/2010
ENTERPRISE RENT-A-CAR,351.98,5/28/2010
AMERICAN 00102671454122,25,5/28/2010
WAYNE COUNTY AIRPORT,80,5/28/2010
SAMS CLUB,165.57,6/2/2010
LEOS CONEY ISLAND #35,21.48,5/19/2010
GREAT PLAINS BURGER CO,8.03,5/19/2010
THE TRANE COMPANY,91.56,5/12/2010
FERGUSON ENT#933,2619.1,5/14/2010
LARRY'S MOWER SHOP INC,3.49,5/17/2010
LOWES #01750*,32.77,5/26/2010
LOWES #00734*,70.38,6/2/2010
WW GRAINGER,98.46,5/4/2010
WW GRAINGER,32.86,5/4/2010
WW GRAINGER,184.14,5/4/2010
CORRIGAN OIL CO NO 2,323.58,5/10/2010
CORRIGAN OIL CO NO 2,159.58,5/10/2010
WW GRAINGER,21.94,5/11/2010
CORRIGAN OIL CO NO 2,419.85,5/11/2010
NAPA AUTO PARTS,219.54,5/14/2010
GREEN OAK TIRE,246,5/17/2010
NAPA AUTO PARTS,34.72,5/18/2010
NAPA AUTO PARTS,65.73,5/19/2010
NAPA AUTO PARTS,35.11,5/19/2010
SPARTAN DISTRIBUTORS,108.32,5/20/2010
NAPA AUTO PARTS,-20,5/14/2010
ANNARBORWELDINGSUPPLYC,3.42,5/24/2010
ANNARBORWELDINGSUPPLYC,-3.42,5/25/2010
ANNARBORWELDINGSUPPLYC,34.25,5/25/2010
NAPA AUTO PARTS,53.2,6/1/2010
NAPA AUTO PARTS,61.86,6/3/2010
THE HOME DEPOT 2721,19.98,5/7/2010
THE HOME DEPOT 2721,43.44,5/11/2010
THE HOME DEPOT 2721,22.9,5/18/2010
TRACTOR-SUPPLY-CO #053,54.97,5/19/2010
TRACTOR-SUPPLY-CO #053,11.56,6/2/2010
TRACTOR-SUPPLY-CO #053,97.78,6/2/2010
THE HOME DEPOT 2721,35.86,6/2/2010
THE HOME DEPOT 2721,74.85,5/26/2010
DUNHAMS SPORTS00000448,309.93,6/3/2010
THE HOME DEPOT 2721,34.04,6/2/2010
SPEEDWAY 08707 ANN,17.82,5/4/2010
SWIMOUTLET.COM,1209.03,5/10/2010
RITE AID STORE 4510Q05,9.98,5/21/2010
RECREATION SUPPLY COMP,290.01,5/26/2010
SCHOOL TECH INC,168.5,5/24/2010
KOLOSSOS PRINTING INC,83.93,5/27/2010
LIFEGUARDMA,152.7,6/2/2010
KOLOSSOS PRINTING INC,128.19,6/1/2010
AKA*ADOLF KIEFER ASSOC,76.98,6/3/2010
NEW LAWN SOD FARM INC,10.45,5/24/2010
LOWES #00734*,47.52,5/12/2010
WW GRAINGER,10.84,5/12/2010
WW GRAINGER,125.69,5/19/2010
ERNST MANUFACTURING,68.2,5/19/2010
ANNARBORWELDINGSUPPLYC,33,5/25/2010
WW GRAINGER,99.68,6/3/2010
BUILDERS PLUMBING SUPP,17.81,5/14/2010
ANDERSON PAINT COMPANY,308.24,5/19/2010
ARBOR SPRINGS WATER CO,5.75,5/6/2010
ARBOR SPRINGS WATER CO,11.5,6/3/2010
CONTRACTORS CONNECTION,23.2,5/14/2010
PITNEY BOWES*,32.99,5/4/2010
AMERICAN BAR ASSOCIATI,77.9,5/19/2010
COURT SERVICES,20,5/25/2010
KOLOSSOS PRINTING INC,47.37,5/25/2010
IMLA,650,5/27/2010
IMLA,150,5/27/2010
PITNEY BOWES*,32.99,6/3/2010
SHURE INC,17.31,5/13/2010
MARKERTEK VIDEO SUPPLY,102.3,5/21/2010
B & H PHOTO-VIDEO.COM,913.35,5/21/2010
FEDEX KINKO'S #0842QPS,33.13,5/26/2010
AMAZON.COM,51.99,5/11/2010
LOWES #00734*,46.46,5/24/2010
LOWES #00734*,64.48,5/25/2010
STADIUM HARDWARE,18.38,5/25/2010
FINGERLE LUMBER CO,160.4,6/3/2010
FINGERLE LUMBER CO,64.74,6/3/2010
GFS MKTPLC #0868 QPS,55.77,5/10/2010
GFS MKTPLC #0868 QPS,162.57,5/10/2010
ACE BARNES HARDWARE,46.39,5/12/2010
ATLAS PEN & PENCIL,630.99,5/13/2010
ACE BARNES HARDWARE,46.94,5/14/2010
GFS MKTPLC #0868 QPS,299.08,5/21/2010
AMAZON MKTPLACE PMTS,33.71,5/27/2010
PARKING RAMPS Q43,10,5/6/2010
CTIA EXAM,168,5/11/2010
CTIA EXAM,168,5/11/2010
CTIA EXAM,168,5/12/2010
GOLFSOFTWARE.COM,147,5/14/2010
CTIA EXAM,168,5/19/2010
DMI* DELL K-12/GOVT,76.3,5/21/2010
COMPAQ COMMERCIAL REPA,177.47,5/11/2010
MISSION POINT RESORT,124.2,5/6/2010
MISSION POINT RESORT,400.2,5/6/2010
MISSION POINT RESORT,248.4,5/6/2010
MISSION POINT RESORT,248.4,5/6/2010
MISSION POINT RESORT,248.4,5/6/2010
MISSION POINT RESORT,248.4,5/6/2010
MISSION POINT RESORT,248.4,5/6/2010
MISSION POINT RESORT,-143.8,5/6/2010
HILTON HOTELS WALDORF,-610.46,5/13/2010
HILTON HOTELS WALDORF,-65.56,5/13/2010
RUBBER STAMPS UNLTD,13.88,5/17/2010
SHANTY CRK RESORT & CL,227.7,5/14/2010
DISCOUNT FILING,32.44,5/28/2010
MISSION POINT RESORT,280,5/29/2010
MISSION POINT RESORT,214.92,5/31/2010
MISSION POINT RESORT,214.92,5/30/2010
MISSION POINT RESORT,-23.6,5/29/2010
MISSION POINT RESORT,-23.6,5/29/2010
MISSION POINT RESORT,-13.8,5/29/2010
MISSION POINT RESORT,-214.92,5/31/2010
MISSION POINT RESORT,-248.4,5/31/2010
MICHAELS #2108,10.6,5/18/2010
MICHAELS #2108,10,5/18/2010
MICHAELS #2108,-10.6,5/18/2010
FAMILY DOLLAR #4939,8.96,6/1/2010
STAPLES 00103846,6.29,6/2/2010
MICHAELS #2108,20.98,6/2/2010
GFS MKTPLC #0868 QPS,13.09,6/2/2010
AFTERNOON DELIGHT,327.4,6/3/2010
PANERA BREAD #876 Q53,12.99,6/3/2010
STADIUM HARDWARE,9.99,5/28/2010
GRAPHICSLAND,219.95,5/3/2010
CARPENTER BROS HAR,60.73,5/18/2010
KROGER #605 Q66,43.93,5/19/2010
FERGUSON ENT#933,896.5,1/7/2010
LOWES #00734*,50.52,1/13/2010
DELTA 00621748084252,349.4,2/1/2010
DELTA 00607618022421,20,2/1/2010
DELTA 00621749175622,219.7,2/1/2010
DELTA 00621749175611,219.7,2/1/2010
DELTA 00607619111400,20,2/1/2010
DELTA 00607619111411,20,2/1/2010
DELTA 00621749472665,225.4,2/1/2010
DELTA 00607619408152,20,2/1/2010
STAPLES 00103846,90.71,1/7/2010
THE HOME DEPOT 2721,113.5,1/7/2010
TURFGRASS INC,2833.73,1/7/2010
ADVANCE AUTO PARTS #81,64.42,1/7/2010
CARPENTER BROS HAR,17.8,1/8/2010
TRACTOR-SUPPLY-CO #053,31.98,1/13/2010
MI NURSERY & LANDSCAPE,72,1/19/2010
LOWES #00734*,48.36,1/22/2010
CARPENTER BROS HAR,72.67,1/22/2010
PROPERTY DISPOSITION #,25,1/26/2010
RECYCLE ANN ARBOR DOS,38.75,1/27/2010
STAPLES 00115642,8.48,2/1/2010
THE HOME DEPOT 2721,94.86,1/19/2010
STADIUM HARDWARE,24.57,1/20/2010
STADIUM HARDWARE,-59.98,1/20/2010
WASHTENAW CTY RGSTR DE,26,1/6/2010
WASHTENAW CTY RGSTR DE,23,1/13/2010
RED HAWK BAR & GRILL,29.8,1/11/2010
COTTAGE INN PIZZA - BR,66.76,1/25/2010
ANN ARBOR CHAMBER,25,1/28/2010
COURT SERVICES,20,1/6/2010
COURT SERVICES,20,1/8/2010
STATE BAR OF MICHIGAN,75,1/12/2010
COURT SERVICES,60,1/20/2010
STADIUM HARDWARE,20.97,1/13/2010
ANDERSON PAINT COMPANY,215.07,1/15/2010
THE HOME DEPOT 2721,65.88,1/25/2010
PTOUCHDIRECT COM,111.74,1/11/2010
PTOUCHDIRECT COM,111.74,1/11/2010
ENVIRONMENTAL RESOURCE,1196.05,1/12/2010
MEIJER INC #173 Q01,32.21,1/14/2010
MEIJER INC #173 Q01,32.62,1/14/2010
ENVIRONMENTAL RESOURCE,591.75,1/18/2010
FISHER SCI CHI,365.76,1/23/2010
FISHER SCI CHI,173.05,1/23/2010
FISHER SCI CHI,97.27,1/28/2010
FISHER SCI CHI,97.28,1/28/2010
FISHER SCI CHI,399.71,1/30/2010
FISHER SCI CHI,90.7,1/30/2010
FISHER SCI CHI,79.15,1/30/2010
BENMEDS*1014890518,144.42,2/3/2010
BENMEDS*1014890518,144.42,2/3/2010
RADIOSHACK COR00169680,4.95,1/11/2010
RADIOSHACK COR00169680,24.75,1/11/2010
BURT FOREST PRODUCTS C,205.8,1/19/2010
KROGER #688,3.76,1/20/2010
KROGER #688,3.77,1/20/2010
KROGER #688,-4.25,1/20/2010
MEIJER INC #032 Q01,5.96,1/21/2010
PARTS4HEATING.COM,386.05,1/21/2010
PARTS4HEATING.COM,433.36,1/25/2010
PITNEYBOWES-POSTAGE,10,1/8/2010
LOEWS BEACH STE DON CE,268.8,1/12/2010
LOEWS BEACH STE DON CE,268.8,1/12/2010
LOEWS BEACH STE DON CE,268.8,1/12/2010
LOEWS BEACH STE DON CE,268.8,1/12/2010
LOEWS BEACH STE DON CE,268.8,1/13/2010
INTUIT *18004INTUIT,225,1/16/2010
NEXTWAREHOUSE,308.36,1/20/2010
ARBOR BREWING COMPANY,77.49,1/21/2010
SEVA RESTAURANT,36.59,1/28/2010
DELTA 00621731477710,217.4,1/4/2010
DELTA 00607601462381,20,1/4/2010
COURTYARD BY MARRIOTT-,68.25,1/28/2010
COURTYARD BY MARRIOTT-,68.25,1/28/2010
PARK UNIV ENTERPRISES,195,2/1/2010
JOHN E REID & ASSOC IN,605,2/2/2010
BEST BUY MHT 00004085,467.98,1/14/2010
TARGET 00012856,3.88,1/15/2010
TARGET 00006346,2.14,1/28/2010
SAFETY SERVICES INCORP,23.59,1/5/2010
USPS 25028101030400QPS,23.47,1/26/2010
ENERGIZE INC,44,1/27/2010
XPEDX PAPER&GRAPHICS 7,203.88,2/3/2010
DAKTRONICS INC.,204.04,1/5/2010
DAKTRONICS INC.,125.51,1/6/2010
DAKTRONICS INC.,210,1/12/2010
MIDWEST SKATE CO,335.61,1/13/2010
TARGET 00012856,124.35,1/15/2010
LOWES #00734*,122.96,1/16/2010
TOYS R US #9270,24.99,1/16/2010
GFS MKTPLC #0868,48.51,1/16/2010
DLX FOR BUSINESS,104.55,1/29/2010
MI FARM MARKETING & AG,100,1/12/2010
VG KIDS,-80,1/13/2010
WOODEN NICKEL,284.78,1/21/2010
KROGER #688,7.38,1/9/2010
GIRL SCOUTS HEART OF M,91.45,1/13/2010
LITTLE CAESARS 0001Q67,23.53,1/16/2010
GFS MKTPLC #0868,35.59,1/23/2010
LITTLE CAESARS 0001Q67,35.3,1/23/2010
A-1 RENTAL INC,25.36,1/23/2010
A-1 RENTAL INC,23,1/15/2010
BAUDVILLE INC,100,2/3/2010
BAUDVILLE INC,100,2/3/2010
BAUDVILLE INC,102.53,2/3/2010
DEXTER MILL,148.9,1/6/2010
SFI*PHOTOSBYSHUTTERFLY,6.35,2/1/2010
DMI* DELL K-12/GOVT,2753,1/13/2010
JADE SCIENTIFIC,194.44,1/11/2010
JADE SCIENTIFIC,23,1/14/2010
JADE SCIENTIFIC,460.2,1/21/2010
GFS MKTPLC #0868,56.04,1/14/2010
MEIJER INC #64 Q01,36.19,1/22/2010
THE HOME DEPOT 2721,98.58,1/8/2010
THE HOME DEPOT 2721,48.12,1/26/2010
LOWES #00734*,16.96,1/28/2010
RONAN ENGINEERING MEAS,180,1/6/2010
BEST BUY MHT 00004085,19.99,1/4/2010
NATIONAL ASSOCIATION O,200,1/8/2010
NATIONAL ASSOCIATION O,875,1/8/2010
ALLIANCE FOR COMMUNITY,100,1/8/2010
ALLIANCE FOR COMMUNITY,575,1/8/2010
COMPUTER GEEKS,344.94,1/14/2010
MICHIGAN ASSOCIATION O,298,1/19/2010
MICHIGAN ASSOCIATION O,149,1/27/2010
THERMO ORION,-484.02,1/20/2010
SUNOCO SVC STATION Q21,5.36,1/31/2010
ANDERSON PAINT COMPANY,108.34,1/4/2010
STADIUM HARDWARE,137,1/4/2010
CARPENTER BROS HAR,26.27,1/8/2010
CARPENTER BROS HAR,36.43,1/25/2010
STADIUM HARDWARE,31.72,1/25/2010
STADIUM HARDWARE,9.99,1/26/2010
SPARTAN DISTRIBUTORS,275.96,1/7/2010
NAPA AUTO PARTS,98.31,1/7/2010
NAPA AUTO PARTS,112.02,1/7/2010
SPARTAN DISTRIBUTORS,5.64,1/11/2010
NAPA AUTO PARTS,136.07,1/14/2010
SPARTAN DISTRIBUTORS,11.58,1/15/2010
NAPA AUTO PARTS,19.79,1/15/2010
NAPA AUTO PARTS,84.99,1/20/2010
GFS MKTPLC #0868,38.9,1/20/2010
NAPA AUTO PARTS,29.39,1/21/2010
SPARTAN DISTRIBUTORS,163.8,1/25/2010
NAPA AUTO PARTS,144.35,1/28/2010
NAPA AUTO PARTS,15.07,2/1/2010
ACE BARNES HARDWARE,20.24,2/2/2010
CHELSEA LUMBER CO.,36.53,1/18/2010
DIUBLE EQUIPMENT INC,57.54,1/18/2010
WW GRAINGER,23.18,1/29/2010
STADIUM HARDWARE,52.97,1/8/2010
FASTENAL CO-RETAIL,37.58,1/14/2010
FASTENAL CO-RETAIL,1336.56,1/27/2010
BURT FOREST PRODUCTS C,137.2,1/21/2010
INT L ASSN OF CHIEFS O,120,1/5/2010
INT ASSOC OF CRIME ANA,25,1/21/2010
INT ASSOC OF CRIME ANA,350,1/22/2010
CARSON'S,45.07,1/27/2010
ELECTRIC TOOL,84.5,1/11/2010
PAINTERS SUPPLY AND,29.95,1/14/2010
BLADES TOW RIGHT INC.,79.31,1/15/2010
JOHN M. ELLSWORTH CO I,41.86,1/21/2010
FINGERLE LUMBER CO,7.09,1/22/2010
ANGELO'S SUPPLIES INC,133.03,1/25/2010
ELECTRIC TOOL,139.9,1/28/2010
ANGELO'S SUPPLIES INC,257.55,2/2/2010
ACE BARNES HARDWARE IN,29.99,1/5/2010
AMERICAN WATERWORKS,75,1/13/2010
WASHTENAW MILK ICE CRE,16.5,1/21/2010
BUSCH'S #1035,97.23,1/21/2010
WASHTENAW MILK ICE CRE,24.75,1/26/2010
WASHTENAW MILK ICE CRE,22,1/28/2010
TARGET 00006346,24.99,2/2/2010
MCMASTER-CARR,233.72,1/5/2010
VOGEL'S LOCK & SAFE,6,1/6/2010
LOWES #00734*,2.76,1/13/2010
WOLVERINE SUPPLY CO.,17.4,1/14/2010
WOLVERINE SUPPLY CO.,34.8,1/14/2010
LOWES #00734*,26.43,1/21/2010
THE TILE SHOP #23,38.14,1/21/2010
THE TILE SHOP #23,10.99,1/21/2010
THE TILE SHOP #23,-38.14,1/21/2010
LOWES #00734*,79,1/25/2010
STADIUM HARDWARE,7.38,1/29/2010
LOWES #00734*,161,2/1/2010
ANDERSON PAINT COMPANY,66.37,2/1/2010
LOWES #00734*,-15.96,2/2/2010
LOWES #00734*,9.97,2/2/2010
LOWES #01750*,276,2/2/2010
LOWES #00734*,89.73,1/5/2010
LOWES #00734*,108.04,1/6/2010
LOWES #00734*,-11.55,1/22/2010
LOWES #00734*,10.9,1/22/2010
LOWES #00734*,11.55,1/22/2010
LOWES #01750*,480.3,1/22/2010
LOWES #00734*,81.47,1/25/2010
FULLER HEATING CO,201.92,1/27/2010
LOWES #00734*,175.94,1/29/2010
BEHLER YOUNG CO. THE,68.78,1/29/2010
BEHLER YOUNG CO. THE,31.77,1/29/2010
YOUNG SUPPLY COMPANY,22,1/29/2010
LOWES #00734*,200.2,2/1/2010
BEHLER YOUNG CO. THE,976.26,2/1/2010
BEHLER YOUNG CO. THE,-55.26,2/1/2010
LOWES #00734*,19.89,1/22/2010
ANDERSON PAINT COMPANY,77,1/7/2010
SF STRONG INC,580.22,1/19/2010
SIP*STATEINDUSTRIAL US,175.04,1/28/2010
STADIUM HARDWARE,81.91,2/1/2010
STADIUM HARDWARE,20.99,1/15/2010
TARGET 00012856,86.5,1/21/2010
CASCADE MANUFACTURING,128.7,1/25/2010
NEW RESOURCES GROUP I,892.33,1/26/2010
TARGET 00006346,19.96,1/27/2010
TARGET 00006346,144.97,1/27/2010
SPEARS FIRE & SAFETY I,30,1/4/2010
SPEARS FIRE & SAFETY I,15,1/15/2010
STADIUM HARDWARE,4.98,1/20/2010
STADIUM HARDWARE,92.29,1/20/2010
MCCALLY TOOL AND SUPPL,121.78,1/26/2010
J J KELLER & ASSOCIATE,524.66,1/8/2010
AMERICAN SOCIETY OF SA,150,1/20/2010
SHUTTERSTOCK.COM,224,1/24/2010
BITSTREAM INC.MYF,29,1/29/2010
BEST BUY MHT 00004085,272.87,2/3/2010
STAPLES 00115642,92.96,1/21/2010
COURT SERVICES,150,1/19/2010
USPS 25028101030400QPS,26.64,1/20/2010
OREILLY AUTO 00033290,44.99,1/2/2010
BEST BUY MHT 00004085,129.99,1/31/2010
SCHOOLCRAFT REGISTRATI,300,1/6/2010
MICHIGAN STATE UNIVERS,170,1/13/2010
MICHIGAN STATE UNIVERS,170,1/13/2010
WKH*LIPPINCOTT WMS/WIL,84.59,1/25/2010
TRAININGCON,995,1/27/2010
SHULTS EQUIPMENT IN,359.88,1/5/2010
NAPA AUTO PARTS,171.84,1/9/2010
SHULTS EQUIPMENT IN,-359.88,1/12/2010
CORRIGAN OIL CO NO 2,1006.55,1/12/2010
VARSITY FORD,100.66,1/14/2010
CPS #633,379.78,1/15/2010
LOWES #00734*,48.97,1/15/2010
CORRIGAN OIL CO NO 2,562.9,1/22/2010
CULLIGAN ANN ARBOR,25.4,1/26/2010
SEARS ROEBUCK 1390,159.93,1/14/2010
WASHTENAW COMMUNITY CO,60,1/13/2010
AFTERNOON DELIGHT,277.2,1/19/2010
DOMINOS PIZZA #1109,160.09,1/20/2010
SATTERLUND SUPPLY CO,22.87,1/20/2010
SATTERLUND SUPPLY CO,9.95,1/20/2010
DAKTRONICS INC.,632.23,1/4/2010
LOWES #01750*,179,1/6/2010
OREILLY AUTO 00033290,48.27,1/6/2010
DAKTRONICS INC.,-1700,1/8/2010
WASHTENAW MILK ICE CRE,15,1/17/2010
DAKTRONICS INC.,341.25,1/21/2010
CRYSTAL MTN LODGING,-349.92,1/22/2010
STANLEY SECURITY SOLUT,140.14,1/18/2010
ALTERNATIVE WIRELESS C,43.01,1/13/2010
LOWES #01750*,95.9,1/16/2010
LOWES #00734*,107.56,1/11/2010
LOWES #00734*,13.01,1/11/2010
LOWES #01750*,34.64,1/13/2010
LOWES #00734*,583.97,1/14/2010
GROSS ELECTRIC INC,173.25,1/21/2010
LOWES #00734*,90.47,2/2/2010
LEICA GEOSYSTEMS INC,199.93,2/3/2010
REDFORD BUILDING SUPPL,477.5,1/22/2010
ARBOR SPRINGS WATER CO,11.5,1/13/2010
SEARS ROEBUCK 1390,109.98,1/13/2010
PITNEYBOWES-POSTAGE,100,1/19/2010
PITNEY BOWES*,48.97,1/30/2010
PACER800-676-6856IR,68.32,2/3/2010
MICHIGAN ASSOC OF AIRP,125,1/20/2010
B & H PHOTO-VIDEO.COM,504.73,1/8/2010
B & H PHOTO-VIDEO.COM,210.4,1/14/2010
EZ SYSTEMS,306.4,1/20/2010
TAMAYA TECH,175,1/21/2010
EZ SYSTEMS,-306.4,1/21/2010
THE HOME DEPOT 2721,32.86,1/27/2010
B & H PHOTO-VIDEO.COM,158.2,2/2/2010
PROGRESSIVE BUSINESS C,50,1/5/2010
PROGRESSIVE BUSINESS C,50,1/5/2010
PROGRESSIVE BUSINESS C,50,1/5/2010
PROGRESSIVE BUSINESS C,49,1/5/2010
FERGUSON ENT#933,537.9,1/7/2010
ANN ARBOR CARPETS & FI,2186,1/7/2010
ANN ARBOR CARPETS & FI,-134.05,1/12/2010
LOWES #00734*,47.17,1/15/2010
LOWES #00734*,51.49,1/20/2010
LOWES #01750*,30.65,1/25/2010
STADIUM HARDWARE,42.31,1/27/2010
CARPENTER BROS HAR,147.98,2/1/2010
USPS 25028101030400QPS,116,1/4/2010
BUSCH'S #1035,48.61,1/15/2010
LOWES #01750*,360.53,1/18/2010
SOLARWINDS.NET,599,1/4/2010
SIM,800,1/8/2010
VERISIGN INC*DIGITALID,399,1/10/2010
CTIA EXAM,168,1/21/2010
CTIA EXAM,168,1/21/2010
CTIA EXAM,168,1/21/2010
CTIA EXAM,168,1/21/2010
HYLAND SOFTWARE INC,2500,2/1/2010
AMERICAN PUBLIC WORKS,225,2/3/2010
MISSION POINT RESORT,128.2,1/6/2010
MISSION POINT RESORT,128.2,1/6/2010
MISSION POINT RESORT,128.2,1/6/2010
MISSION POINT RESORT,128.2,1/6/2010
MISSION POINT RESORT,128.2,1/6/2010
THE LIMO,77,1/7/2010
BATTERER INTERVENTION,120,1/19/2010
DOUBLETREE GALLERY ONE,674.88,1/21/2010
NATIONAL COUNCIL OF JU,75,2/1/2010
CARPENTER BROS HAR,51.2,1/13/2010
ACE BARNES HARDWARE,110.93,1/25/2010
IKEA CANTON,202.91,1/29/2010
LOWES #01750*,43.54,2/19/2010
KROGER #688,28.56,2/16/2010
DELTA 00682065671022,25,2/19/2010
DOUBLETREE GALLERY ONE,318.48,2/21/2010
YELLOW CAB,8.5,2/22/2010
YELLOW CAB,15,2/22/2010
CHEESECAKE-FT LAUDERDA,68.79,2/22/2010
SAINT TROPEZ,149.02,2/23/2010
PUBLIX #21,11.33,2/24/2010
DOUBLETREE GALLERY ONE,334.81,2/28/2010
CARPENTER BROS HAR,83.69,2/4/2010
FEDEX KINKO'S #0465,8.78,2/5/2010
TURFGRASS INC,1139.87,2/5/2010
AMBIENT WEATHER,776.46,2/12/2010
NSC*NORTHERN SAFETY CO,337.29,2/17/2010
PRESTIGE FLAG,892.51,2/16/2010
THE BACKYARD BIRD,304.6,2/22/2010
CARPENTER BROS HAR,93.91,2/23/2010
LOWES #00734*,75.05,2/24/2010
BUILDERS PLUMBING SUPP,165.2,2/24/2010
PAESANO'S RESTAURANT,19.11,2/17/2010
REAL SEAFOOD CO,99.06,2/19/2010
REAL SEAFOOD CO,69.96,2/22/2010
RED HAWK BAR & GRILL,35.05,2/26/2010
WASHTENAW CTY BAR ASSO,45,2/9/2010
WASHTENAW CTY BAR ASSO,45,2/9/2010
AMERICAN SOCIETY OF AP,32.95,2/18/2010
COURT SERVICES,150,2/19/2010
COURT SERVICES,20,3/2/2010
ANDERSON PAINT COMPANY,52.58,2/4/2010
LOWES #00734*,15.86,2/5/2010
THE HOME DEPOT 2721,11.4,2/8/2010
ANDERSON PAINT COMPANY,170.96,2/12/2010
FISHER SCI CHI,206.69,2/4/2010
BENMEDS*1014908184,118.92,2/5/2010
BENMEDS*1014908184,118.92,2/5/2010
G F S CHEMICALS INC,215.69,2/5/2010
FISHER SCI CHI,87.29,2/13/2010
BENMEDS*1014956292,-115.5,2/16/2010
BENMEDS*1014956292,-115.5,2/16/2010
FISHER SCI CHI,48.72,2/20/2010
FISHER SCI CHI,48.71,2/20/2010
FISHER SCI CHI,38.82,2/23/2010
FISHER SCI CHI,38.82,2/23/2010
KROGER #605,8.99,2/11/2010
VECTOR ELECTRONICS & T,91.86,2/24/2010
LABX,90,2/8/2010
MICHIGAN GREEN INDUSTR,85,2/19/2010
PROPAC,1011.25,2/11/2010
MEIJER INC #027 Q01,28.86,3/2/2010
AMAZON.COM,68.1,2/15/2010
INTUIT *18004INTUIT,225,2/16/2010
WASHTENAW CTY BAR ASSO,45,2/17/2010
ARBOR BREWING COMPANY,96.92,2/18/2010
PARKING & TRANS SERVIC,57,2/12/2010
COURTYARD BY MARRIOTT-,102.12,2/17/2010
